datadate,gvkey,gvkeyx,isin,from,thru,conm,cshtrd,prccd,divd,curcdd,exchg,fic,gind,iid,secstat,trfd
2019-07-09,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1293021.0,44.89,,EUR,171.0,DEU,601020,01W,A,1.20423331
2019-07-10,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,400364.0,224.6,,EUR,171.0,DEU,403010,01W,A,2.14455534
2019-07-10,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,5333584.0,15.91,,EUR,171.0,DEU,453010,01W,A,1.1625003
2019-07-10,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,628263.0,88.04,,EUR,171.0,DEU,303010,01W,A,1.90265619
2019-07-10,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,779182.0,216.5,,EUR,171.0,DEU,403010,01W,A,2.13007942
2019-07-10,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,3871793.0,14.97,,EUR,171.0,DEU,203020,01W,A,2.00482748
2019-07-10,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,1869852.0,46.115,,EUR,171.0,DEU,351020,01W,A,1.39602499
2019-07-10,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,3236943.0,47.02,,EUR,171.0,DEU,251020,01W,A,3.07728509
2019-07-10,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,74994.0,154.4,,EUR,171.0,DEU,251020,01W,A,1.91088597
2019-07-10,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,635785.0,149.5,,EUR,171.0,DEU,451020,01W,A,1.06329262
2019-07-10,100953,150095,DE0007037145,1988-07-31,,RWE AG,,21.75,,EUR,171.0,DEU,551030,03W,A,3.44375275
2019-07-10,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,672938.0,66.68,,EUR,171.0,DEU,151020,01W,A,1.54011669
2019-07-10,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,822222.0,44.55,,EUR,171.0,DEU,601020,01W,A,1.20423331
2019-07-10,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,1576057.0,41.09,,EUR,154.0,DEU,151010,01W,A,1.11696718
2019-07-10,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,6786763.0,15.41,,EUR,171.0,DEU,501010,01W,A,2.601951
2019-07-10,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,21.8,,EUR,257.0,DEU,303010,91W,A,1.13037951
2019-07-10,017436,150095,DE000BASF111,1988-07-31,,BASF SE,3257291.0,60.12,,EUR,171.0,DEU,151010,01W,A,3.45744188
2019-07-10,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,28.0,,EUR,154.0,DEU,203010,90W,A,1.45278288
2019-07-10,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2103416.0,100.78,,EUR,171.0,DEU,201050,01W,A,2.25357673
2019-07-10,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,472785.0,106.55,,EUR,171.0,DEU,303020,01W,A,1.5639379
2019-07-10,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,18834160.0,6.53,,EUR,171.0,DEU,402030,01W,A,2.0720114
2019-07-10,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,87185.0,214.0,,EUR,171.0,DEU,201010,01W,A,1.34239283
2019-07-10,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,15.318,,EUR,154.0,DEU,251020,91W,A,1.24028395
2019-07-10,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,1751754.0,29.32,,EUR,171.0,DEU,203010,01W,A,1.94689591
2019-07-10,100953,150095,DE0007037129,1988-07-31,,RWE AG,3498856.0,22.8,,EUR,171.0,DEU,551030,01W,A,2.83437925
2019-07-10,015576,150095,BRDBAGBDR008,1988-07-31,,DEUTSCHE BANK AG,,27.815,,BRL,243.0,DEU,402030,90W,A,1.01723868
2019-07-10,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,20.8,,EUR,154.0,DEU,303020,90W,A,1.04111993
2019-07-10,103487,150095,DE0007164600,1995-12-31,,SAP SE,1812330.0,121.9,,EUR,171.0,DEU,451030,02W,A,1.73528291
2019-07-10,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.11403045
2019-07-10,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,744021.0,152.4,,EUR,171.0,DEU,251020,02W,A,2.29978629
2019-07-10,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,30.0,15.3,,EUR,154.0,DEU,203020,90W,A,1.20949438
2019-07-10,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,18.4,,EUR,257.0,DEU,352020,90W,A,1.11826073
2019-07-10,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,8789423.0,9.541,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-10,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,84926.0,56.15,,EUR,171.0,DEU,251020,02W,A,2.18797551
2019-07-10,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,314663.0,93.0,,EUR,171.0,DEU,352020,01W,A,1.57716522
2019-07-10,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,20.2,,EUR,257.0,DEU,303010,90W,A,1.14588946
2019-07-10,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,2496678.0,59.51,,EUR,171.0,DEU,352020,01W,A,3.03018446
2019-07-10,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,459924.0,278.65,,EUR,171.0,DEU,252030,01W,A,1.33721848
2019-07-10,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,511302.0,179.65,,EUR,171.0,IRL,151010,01W,A,1.01532381
2019-07-10,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,317481.0,128.0,,EUR,171.0,DEU,402030,01W,A,1.67435469
2019-07-10,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1386605.0,65.65,,EUR,171.0,DEU,251020,01W,A,2.12690273
2019-07-10,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,928867.0,118.22,,EUR,171.0,DEU,251010,01W,A,1.76435939
2019-07-10,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,157196.0,80.85,,EUR,171.0,DEU,303010,02W,A,1.47557559
2019-07-10,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,1359185.0,67.74,,EUR,171.0,DEU,351020,01W,A,1.35372785
2019-07-11,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,2146429.0,59.14,,EUR,171.0,DEU,352020,01W,A,3.03018446
2019-07-11,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1354084.0,65.24,,EUR,171.0,DEU,251020,01W,A,2.12690273
2019-07-11,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,453451.0,128.35,,EUR,171.0,DEU,402030,01W,A,1.67435469
2019-07-11,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,550054.0,178.55,,EUR,171.0,IRL,151010,01W,A,1.01532381
2019-07-11,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,366885.0,278.25,,EUR,171.0,DEU,252030,01W,A,1.33721848
2019-07-11,103487,150095,DE0007164600,1995-12-31,,SAP SE,1614771.0,121.92,,EUR,171.0,DEU,451030,02W,A,1.73528291
2019-07-11,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,1571320.0,115.22,,EUR,171.0,DEU,251010,01W,A,1.76435939
2019-07-11,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,20.0,,EUR,257.0,DEU,303010,90W,A,1.14588946
2019-07-11,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,558218.0,92.8,,EUR,171.0,DEU,352020,01W,A,1.57716522
2019-07-11,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,162608.0,80.05,,EUR,171.0,DEU,303010,02W,A,1.47557559
2019-07-11,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,65358.0,55.4,,EUR,171.0,DEU,251020,02W,A,2.18797551
2019-07-11,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,18.3,,EUR,257.0,DEU,352020,90W,A,1.11826073
2019-07-11,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,8469915.0,9.488,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-11,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,75.0,14.8,,EUR,154.0,DEU,203020,90W,A,1.20949438
2019-07-11,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,21.0,,EUR,154.0,DEU,303020,90W,A,1.04111993
2019-07-11,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,1653987.0,70.64,,EUR,171.0,DEU,351020,01W,A,1.35372785
2019-07-11,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,755712.0,66.16,,EUR,171.0,DEU,151020,01W,A,1.54011669
2019-07-11,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,726479.0,151.94,,EUR,171.0,DEU,251020,02W,A,2.29978629
2019-07-11,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.11403045
2019-07-11,015576,150095,BRDBAGBDR008,1988-07-31,,DEUTSCHE BANK AG,1500.0,27.65,,BRL,243.0,DEU,402030,90W,A,1.01723868
2019-07-11,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,3859164.0,14.915,,EUR,171.0,DEU,203020,01W,A,2.00482748
2019-07-11,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,486466.0,87.3,,EUR,171.0,DEU,303010,01W,A,1.90265619
2019-07-11,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,2264811.0,47.57,,EUR,171.0,DEU,351020,01W,A,1.39602499
2019-07-11,100953,150095,DE0007037145,1988-07-31,,RWE AG,,21.75,,EUR,171.0,DEU,551030,03W,A,3.44375275
2019-07-11,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,810911.0,146.3,,EUR,171.0,DEU,451020,01W,A,1.06329262
2019-07-11,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,4399616.0,15.926,,EUR,171.0,DEU,453010,01W,A,1.1625003
2019-07-11,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1277780.0,44.13,,EUR,171.0,DEU,601020,01W,A,1.20423331
2019-07-11,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,3153318.0,46.65,,EUR,171.0,DEU,251020,01W,A,3.07728509
2019-07-11,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,392937.0,224.0,,EUR,171.0,DEU,403010,01W,A,2.14455534
2019-07-11,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,96586.0,154.35,,EUR,171.0,DEU,251020,01W,A,1.91088597
2019-07-11,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,823446.0,216.5,,EUR,171.0,DEU,403010,01W,A,2.13007942
2019-07-11,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2806825.0,59.5,,EUR,171.0,DEU,151010,01W,A,3.45744188
2019-07-11,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,7086897.0,15.312,,EUR,171.0,DEU,501010,01W,A,2.601951
2019-07-11,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,13666390.0,6.591,,EUR,171.0,DEU,402030,01W,A,2.0720114
2019-07-11,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,1441680.0,40.23,,EUR,154.0,DEU,151010,01W,A,1.11696718
2019-07-11,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,1817939.0,29.445,,EUR,171.0,DEU,203010,01W,A,1.94689591
2019-07-11,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,28.0,,EUR,154.0,DEU,203010,90W,A,1.45278288
2019-07-11,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,315709.0,106.2,,EUR,171.0,DEU,303020,01W,A,1.5639379
2019-07-11,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,51386.0,214.6,,EUR,171.0,DEU,201010,01W,A,1.34239283
2019-07-11,100953,150095,DE0007037129,1988-07-31,,RWE AG,4370866.0,23.01,,EUR,171.0,DEU,551030,01W,A,2.83437925
2019-07-11,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,2662371.0,99.69,,EUR,171.0,DEU,201050,01W,A,2.25357673
2019-07-11,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,21.6,,EUR,257.0,DEU,303010,91W,A,1.13037951
2019-07-11,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,15.258,,EUR,154.0,DEU,251020,91W,A,1.24028395
2019-07-12,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,21.6,,EUR,257.0,DEU,303010,91W,A,1.13037951
2019-07-12,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,1684925.0,99.68,,EUR,171.0,DEU,201050,01W,A,2.25357673
2019-07-12,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,1342774.0,41.26,,EUR,154.0,DEU,151010,01W,A,1.11696718
2019-07-12,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,7287245.0,15.246,,EUR,171.0,DEU,501010,01W,A,2.601951
2019-07-12,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,2259701.0,29.355,,EUR,171.0,DEU,203010,01W,A,1.94689591
2019-07-12,100953,150095,DE0007037129,1988-07-31,,RWE AG,2969708.0,23.1,,EUR,171.0,DEU,551030,01W,A,2.83437925
2019-07-12,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,200.0,29.8,,EUR,154.0,DEU,203010,90W,A,1.45278288
2019-07-12,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,,15.29,,EUR,154.0,DEU,251020,91W,A,1.24028395
2019-07-12,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,358664.0,106.05,,EUR,171.0,DEU,303020,01W,A,1.5639379
2019-07-12,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2667102.0,60.22,,EUR,171.0,DEU,151010,01W,A,3.45744188
2019-07-12,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,15728870.0,6.756,,EUR,171.0,DEU,402030,01W,A,2.0720114
2019-07-12,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,69159.0,215.1,,EUR,171.0,DEU,201010,01W,A,1.34239283
2019-07-12,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,508900.0,66.72,,EUR,171.0,DEU,151020,01W,A,1.54011669
2019-07-12,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,2408683.0,65.89,,EUR,171.0,DEU,251020,01W,A,2.12690273
2019-07-12,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,251942.0,56.3,,EUR,171.0,DEU,251020,02W,A,2.18797551
2019-07-12,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,390282.0,127.0,,EUR,171.0,DEU,402030,01W,A,1.67435469
2019-07-12,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,2304644.0,58.83,,EUR,171.0,DEU,352020,01W,A,3.03018446
2019-07-12,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,18.3,,EUR,257.0,DEU,352020,90W,A,1.11826073
2019-07-12,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,654751.0,180.45,,EUR,171.0,IRL,151010,01W,A,1.01532381
2019-07-12,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,427715.0,276.5,,EUR,171.0,DEU,252030,01W,A,1.33721848
2019-07-12,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,1151108.0,153.54,,EUR,171.0,DEU,251020,02W,A,2.29978629
2019-07-12,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,8074828.0,9.409,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-12,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,130.0,14.9,,EUR,154.0,DEU,203020,90W,A,1.20949438
2019-07-12,015576,150095,BRDBAGBDR008,1988-07-31,,DEUTSCHE BANK AG,100.0,28.68,,BRL,243.0,DEU,402030,90W,A,1.01723868
2019-07-12,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.11403045
2019-07-12,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,444852.0,92.48,,EUR,171.0,DEU,352020,01W,A,1.57716522
2019-07-12,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,20.0,,EUR,257.0,DEU,303010,90W,A,1.14588946
2019-07-12,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,21.0,,EUR,154.0,DEU,303020,90W,A,1.04111993
2019-07-12,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,750085.0,69.7,,EUR,171.0,DEU,351020,01W,A,1.35372785
2019-07-12,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,69399.0,81.15,,EUR,171.0,DEU,303010,02W,A,1.47557559
2019-07-12,103487,150095,DE0007164600,1995-12-31,,SAP SE,1655671.0,121.06,,EUR,171.0,DEU,451030,02W,A,1.73528291
2019-07-12,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,900263.0,117.8,,EUR,171.0,DEU,251010,01W,A,1.76435939
2019-07-12,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,97488.0,155.3,,EUR,171.0,DEU,251020,01W,A,1.91088597
2019-07-12,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,345928.0,87.92,,EUR,171.0,DEU,303010,01W,A,1.90265619
2019-07-12,100953,150095,DE0007037145,1988-07-31,,RWE AG,,21.75,,EUR,171.0,DEU,551030,03W,A,3.44375275
2019-07-12,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,705249.0,216.15,,EUR,171.0,DEU,403010,01W,A,2.13007942
2019-07-12,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,4186224.0,15.94,,EUR,171.0,DEU,453010,01W,A,1.1625003
2019-07-12,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,1295990.0,144.4,,EUR,171.0,DEU,451020,01W,A,1.06329262
2019-07-12,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,6586209.0,46.34,,EUR,171.0,DEU,251020,01W,A,3.07728509
2019-07-12,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,613132.0,221.7,,EUR,171.0,DEU,403010,01W,A,2.14455534
2019-07-12,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,3238227.0,14.96,,EUR,171.0,DEU,203020,01W,A,2.00482748
2019-07-12,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,1282169.0,43.65,,EUR,171.0,DEU,601020,01W,A,1.20423331
2019-07-12,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,2173361.0,46.48,,EUR,171.0,DEU,351020,01W,A,1.39602499
2019-07-15,015677,150095,DE0008430026,1996-09-21,,MUNICH RE CO,454879.0,223.5,,EUR,171.0,DEU,403010,01W,A,2.14455534
2019-07-15,132740,150095,DE0006231004,2009-12-21,,INFINEON TECHNOLOGIES AG,7367675.0,16.334,,EUR,171.0,DEU,453010,01W,A,1.1625003
2019-07-15,017828,150095,DE0007100000,1988-07-31,,DAIMLER AG,2852137.0,46.52,,EUR,171.0,DEU,251020,01W,A,3.07728509
2019-07-15,100953,150095,DE0007037145,1988-07-31,,RWE AG,,21.75,,EUR,171.0,DEU,551030,03W,A,3.44375275
2019-07-15,100103,150095,DE0008232125,1988-07-31,,DEUTSCHE LUFTHANSA AG,2700283.0,14.87,,EUR,171.0,DEU,203020,01W,A,2.00482748
2019-07-15,202305,150095,DE0005785604,2019-03-26,,FRESENIUS SE & CO KGAA,1642650.0,46.8,,EUR,171.0,DEU,351020,01W,A,1.39602499
2019-07-15,015724,150095,DE0008404005,1988-07-31,,ALLIANZ SE,784958.0,217.55,,EUR,171.0,DEU,403010,01W,A,2.13007942
2019-07-15,242158,150095,DE0007472060,2018-09-24,,WIRECARD AG,916184.0,149.65,,EUR,171.0,DEU,451020,01W,A,1.06329262
2019-07-15,100737,150095,DE0007664005,2009-12-21,,VOLKSWAGEN AG,56888.0,156.95,,EUR,171.0,DEU,251020,01W,A,1.91088597
2019-07-15,101942,150095,DE0006048432,1988-07-31,,HENKEL AG & CO KGAA,339433.0,88.2,,EUR,171.0,DEU,303010,01W,A,1.90265619
2019-07-15,315682,150095,DE000A1ML7J1,2015-09-21,,VONOVIA SE,924389.0,43.82,,EUR,171.0,DEU,601020,01W,A,1.20423331
2019-07-15,100737,150095,US9286623031,2009-12-21,,VOLKSWAGEN AG,12.0,15.8,,EUR,154.0,DEU,251020,91W,A,1.24028395
2019-07-15,241456,150095,US25157Y2028,2001-03-19,,DEUTSCHE POST AG,,28.0,,EUR,154.0,DEU,203010,90W,A,1.45278288
2019-07-15,019349,150095,DE0007236101,1988-07-31,,SIEMENS AG,1588065.0,99.75,,EUR,171.0,DEU,201050,01W,A,2.25357673
2019-07-15,101942,150095,US42550U2087,1988-07-31,,HENKEL AG & CO KGAA,,21.8,,EUR,257.0,DEU,303010,91W,A,1.13037951
2019-07-15,320448,150095,DE0006062144,2018-03-19,,COVESTRO AG,1345352.0,42.48,,EUR,154.0,DEU,151010,01W,A,1.11696718
2019-07-15,017436,150095,DE000BASF111,1988-07-31,,BASF SE,2487748.0,61.03,,EUR,171.0,DEU,151010,01W,A,3.45744188
2019-07-15,100083,150095,DE0005200000,2008-12-22,,BEIERSDORF AG,479855.0,106.35,,EUR,171.0,DEU,303020,01W,A,1.5639379
2019-07-15,015576,150095,DE0005140008,1988-07-31,,DEUTSCHE BANK AG,14709420.0,6.885,,EUR,171.0,DEU,402030,01W,A,2.0720114
2019-07-15,221616,150095,DE0005557508,1996-11-18,,DEUTSCHE TELEKOM,7474913.0,15.06,,EUR,171.0,DEU,501010,01W,A,2.601951
2019-07-15,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,1842810.0,29.425,,EUR,171.0,DEU,203010,01W,A,1.94689591
2019-07-15,273099,150095,DE000A0D9PT0,2019-10-09,,MTU AERO ENGINES AG,95087.0,217.8,,EUR,171.0,DEU,201010,01W,A,1.34239283
2019-07-15,100953,150095,DE0007037129,1988-07-31,,RWE AG,3930268.0,23.5,,EUR,171.0,DEU,551030,01W,A,2.83437925
2019-07-15,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,5530597.0,9.405,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-15,100737,150095,DE0007664039,2009-12-21,,VOLKSWAGEN AG,642534.0,154.2,,EUR,171.0,DEU,251020,02W,A,2.29978629
2019-07-15,220301,150095,US5893392093,2007-06-18,,MERCK KGAA,,18.2,,EUR,257.0,DEU,352020,90W,A,1.11826073
2019-07-15,100022,150095,DE0005190037,1988-07-31,,BAYER MOTOREN WERKE AG,63870.0,56.65,,EUR,171.0,DEU,251020,02W,A,2.18797551
2019-07-15,220301,150095,DE0006599905,2007-06-18,,MERCK KGAA,340299.0,92.32,,EUR,171.0,DEU,352020,01W,A,1.57716522
2019-07-15,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,356651.0,278.6,,EUR,171.0,DEU,252030,01W,A,1.33721848
2019-07-15,243774,150095,DE0005810055,2012-02-08,,DEUTSCHE BOERSE AG,368148.0,127.4,,EUR,171.0,DEU,402030,01W,A,1.67435469
2019-07-15,100080,150095,DE000BAY0017,1988-07-31,,BAYER AG,1750186.0,58.63,,EUR,171.0,DEU,352020,01W,A,3.03018446
2019-07-15,101942,150095,DE0006048408,1988-07-31,,HENKEL AG & CO KGAA,47898.0,81.75,,EUR,171.0,DEU,303010,02W,A,1.47557559
2019-07-15,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,75.0,20.6,,EUR,154.0,DEU,303020,90W,A,1.04111993
2019-07-15,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,715079.0,70.38,,EUR,171.0,DEU,351020,01W,A,1.35372785
2019-07-15,100609,150095,DE0005439004,2012-09-24,,CONTINENTAL AG,618940.0,118.2,,EUR,171.0,DEU,251010,01W,A,1.76435939
2019-07-15,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1620709.0,66.66,,EUR,171.0,DEU,251020,01W,A,2.12690273
2019-07-15,015576,150095,BRDBAGBDR008,1988-07-31,,DEUTSCHE BANK AG,300.0,29.22,,BRL,243.0,DEU,402030,90W,A,1.01723868
2019-07-15,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,464168.0,181.5,,EUR,171.0,IRL,151010,01W,A,1.01532381
2019-07-15,101942,150095,US42550U1097,1988-07-31,,HENKEL AG & CO KGAA,,20.2,,EUR,257.0,DEU,303010,90W,A,1.14588946
2019-07-15,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,25.0,15.0,,EUR,154.0,DEU,203020,90W,A,1.20949438
2019-07-15,100373,150095,DE0006047004,2010-06-21,,HEIDELBERGCEMENT AG,573388.0,67.3,,EUR,171.0,DEU,151020,01W,A,1.54011669
2019-07-15,100373,150095,US42281P2056,2010-06-21,,HEIDELBERGCEMENT AG,,14.2,,EUR,154.0,DEU,151020,90W,A,1.11403045
2019-07-15,103487,150095,DE0007164600,1995-12-31,,SAP SE,1411626.0,121.42,,EUR,171.0,DEU,451030,02W,A,1.73528291
2019-07-16,103487,150095,DE0007164600,1995-12-31,,SAP SE,2004279.0,120.98,,EUR,171.0,DEU,451030,02W,A,1.73528291
2019-07-16,100590,150095,DE000ENAG999,1988-07-31,,E.ON SE,4599660.0,9.4,,EUR,171.0,DEU,551030,01W,A,4.1094859
2019-07-16,100083,150095,US07724U1034,2008-12-22,,BEIERSDORF AG,,21.0,,EUR,154.0,DEU,303020,90W,A,1.04111993
2019-07-16,100022,150095,DE0005190003,1988-07-31,,BAYER MOTOREN WERKE AG,1356106.0,67.12,,EUR,171.0,DEU,251020,01W,A,2.12690273
2019-07-16,221244,150095,DE000A1EWWW0,1998-06-19,,ADIDAS AG,434682.0,280.7,,EUR,171.0,DEU,252030,01W,A,1.33721848
2019-07-16,212782,150095,DE0005785802,1999-09-20,,FRESENIUS MEDICAL CARE AG&CO,904413.0,70.6,,EUR,171.0,DEU,351020,01W,A,1.35372785
2019-07-16,025124,150095,IE00BZ12WP82,2018-11-21,,LINDE PLC,487123.0,182.1,,EUR,171.0,IRL,151010,01W,A,1.01532381
2019-07-16,100103,150095,US2515613048,1988-07-31,,DEUTSCHE LUFTHANSA AG,1592.0,15.1,,EUR,154.0,DEU,203020,90W,A,1.20949438
2019-07-16,241456,150095,DE0005552004,2001-03-19,,DEUTSCHE POST AG,2798911.0,29.54,,EUR,171.0,DEU,203010,01W,A,1.94689591
